X1,X2,Preference,Pair
"[1.40660106419035 0.184649141392933 0.350245319335083 0.26857722887939
 -0.799448095 6.77799033370442 0.0125779737816754 0.0854220262183246 0.877
 0.762]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",1.0,"104.jpg,213.jpg"
"[1.40660106419035 0.184649141392933 0.350245319335083 0.26857722887939
 -0.799448095 6.77799033370442 0.0125779737816754 0.0854220262183246 0.877
 0.762]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"104.jpg,127.jpg"
"[0.098292895412652 0.0891852185039192 0.291518961675579 0.149302328956053
 -1.074647908 6.18051699440726 0.0212690493699105 0.0428517839634228
 0.8894 0.9194]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"105.jpg,116.jpg"
"[0.098292895412652 0.0891852185039192 0.291518961675579 0.149302328956053
 -1.074647908 6.18051699440726 0.0212690493699105 0.0428517839634228
 0.8894 0.9194]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"105.jpg,16.jpg"
"[0.098292895412652 0.0891852185039192 0.291518961675579 0.149302328956053
 -1.074647908 6.18051699440726 0.0212690493699105 0.0428517839634228
 0.8894 0.9194]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"105.jpg,213.jpg"
"[0.098292895412652 0.0891852185039192 0.291518961675579 0.149302328956053
 -1.074647908 6.18051699440726 0.0212690493699105 0.0428517839634228
 0.8894 0.9194]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"105.jpg,127.jpg"
"[0.245058656955874 0.242353048746625 0.400566718539268 0.237338603699625
 -0.240960748 7.35356939887731 0.0251377879115783 0.0616372120884217
 0.7943 0.8019]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"106.jpg,116.jpg"
"[0.245058656955874 0.242353048746625 0.400566718539268 0.237338603699625
 -0.240960748 7.35356939887731 0.0251377879115783 0.0616372120884217
 0.7943 0.8019]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"106.jpg,16.jpg"
"[0.245058656955874 0.242353048746625 0.400566718539268 0.237338603699625
 -0.240960748 7.35356939887731 0.0251377879115783 0.0616372120884217
 0.7943 0.8019]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"106.jpg,213.jpg"
"[0.245058656955874 0.242353048746625 0.400566718539268 0.237338603699625
 -0.240960748 7.35356939887731 0.0251377879115783 0.0616372120884217
 0.7943 0.8019]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"106.jpg,127.jpg"
"[1.8943067710429 0.13715537338521 0.5167471168349 0.252447468285118
 0.575527579 7.35887460848672 0.0146475669007161 0.0902690997659506 0.8217
 0.8536]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"107.jpg,116.jpg"
"[1.8943067710429 0.13715537338521 0.5167471168349 0.252447468285118
 0.575527579 7.35887460848672 0.0146475669007161 0.0902690997659506 0.8217
 0.8536]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"107.jpg,16.jpg"
"[1.8943067710429 0.13715537338521 0.5167471168349 0.252447468285118
 0.575527579 7.35887460848672 0.0146475669007161 0.0902690997659506 0.8217
 0.8536]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"107.jpg,213.jpg"
"[1.8943067710429 0.13715537338521 0.5167471168349 0.252447468285118
 0.575527579 7.35887460848672 0.0146475669007161 0.0902690997659506 0.8217
 0.8536]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"107.jpg,127.jpg"
"[0.12074714509484 0.101589093545881 0.568545564892624 0.246893701664969
 -0.906909556 6.57887132762922 0.0141669261295265 0.13994349053714 0.8475
 0.9773]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"108.jpg,116.jpg"
"[0.12074714509484 0.101589093545881 0.568545564892624 0.246893701664969
 -0.906909556 6.57887132762922 0.0141669261295265 0.13994349053714 0.8475
 0.9773]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"108.jpg,16.jpg"
"[0.12074714509484 0.101589093545881 0.568545564892624 0.246893701664969
 -0.906909556 6.57887132762922 0.0141669261295265 0.13994349053714 0.8475
 0.9773]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"108.jpg,213.jpg"
"[0.12074714509484 0.101589093545881 0.568545564892624 0.246893701664969
 -0.906909556 6.57887132762922 0.0141669261295265 0.13994349053714 0.8475
 0.9773]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"108.jpg,127.jpg"
"[0.231014107270746 0.150259566652576 0.468481288385424 0.293071707717684
 -0.856694054 7.21118080661073 0.0208559739780952 0.108424234355238 0.8756
 0.9855]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"109.jpg,116.jpg"
"[0.231014107270746 0.150259566652576 0.468481288385424 0.293071707717684
 -0.856694054 7.21118080661073 0.0208559739780952 0.108424234355238 0.8756
 0.9855]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"109.jpg,16.jpg"
"[0.231014107270746 0.150259566652576 0.468481288385424 0.293071707717684
 -0.856694054 7.21118080661073 0.0208559739780952 0.108424234355238 0.8756
 0.9855]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"109.jpg,213.jpg"
"[0.231014107270746 0.150259566652576 0.468481288385424 0.293071707717684
 -0.856694054 7.21118080661073 0.0208559739780952 0.108424234355238 0.8756
 0.9855]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"109.jpg,127.jpg"
"[0.436556583857854 0.18152418016643 0.386250751547304 0.217640666658156
 -0.287520882 6.99991329958914 0.0295215948669587 0.106755488466375 0.8033
 0.8545]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"110.jpg,116.jpg"
"[0.436556583857854 0.18152418016643 0.386250751547304 0.217640666658156
 -0.287520882 6.99991329958914 0.0295215948669587 0.106755488466375 0.8033
 0.8545]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"110.jpg,16.jpg"
"[0.436556583857854 0.18152418016643 0.386250751547304 0.217640666658156
 -0.287520882 6.99991329958914 0.0295215948669587 0.106755488466375 0.8033
 0.8545]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"110.jpg,213.jpg"
"[0.436556583857854 0.18152418016643 0.386250751547304 0.217640666658156
 -0.287520882 6.99991329958914 0.0295215948669587 0.106755488466375 0.8033
 0.8545]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"110.jpg,127.jpg"
"[0.971435321614294 0.151904014782694 0.524636612110408 0.178521268851105
 -0.740108307 7.13344367495817 0.0307080078110116 0.0975597005223217
 0.8934 0.9426]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"111.jpg,116.jpg"
"[0.971435321614294 0.151904014782694 0.524636612110408 0.178521268851105
 -0.740108307 7.13344367495817 0.0307080078110116 0.0975597005223217
 0.8934 0.9426]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"111.jpg,16.jpg"
"[0.971435321614294 0.151904014782694 0.524636612110408 0.178521268851105
 -0.740108307 7.13344367495817 0.0307080078110116 0.0975597005223217
 0.8934 0.9426]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"111.jpg,213.jpg"
"[0.971435321614294 0.151904014782694 0.524636612110408 0.178521268851105
 -0.740108307 7.13344367495817 0.0307080078110116 0.0975597005223217
 0.8934 0.9426]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"111.jpg,127.jpg"
"[0.183986468648254 0.16426421260238 0.599852216538789 0.258354623316445
 -0.962143152 7.48728895305106 0.0399179887186209 0.0892476362813791 0.824
 0.8685]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"112.jpg,116.jpg"
"[0.183986468648254 0.16426421260238 0.599852216538789 0.258354623316445
 -0.962143152 7.48728895305106 0.0399179887186209 0.0892476362813791 0.824
 0.8685]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"112.jpg,16.jpg"
"[0.183986468648254 0.16426421260238 0.599852216538789 0.258354623316445
 -0.962143152 7.48728895305106 0.0399179887186209 0.0892476362813791 0.824
 0.8685]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"112.jpg,213.jpg"
"[0.183986468648254 0.16426421260238 0.599852216538789 0.258354623316445
 -0.962143152 7.48728895305106 0.0399179887186209 0.0892476362813791 0.824
 0.8685]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"112.jpg,127.jpg"
"[0.322207268662003 0.121300295745693 0.424000240318969 0.201052402319457
 -0.434393002 7.29227361065481 0.0207303175057208 0.133994682494279 0.8557
 0.8784]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"113.jpg,116.jpg"
"[0.322207268662003 0.121300295745693 0.424000240318969 0.201052402319457
 -0.434393002 7.29227361065481 0.0207303175057208 0.133994682494279 0.8557
 0.8784]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"113.jpg,16.jpg"
"[0.322207268662003 0.121300295745693 0.424000240318969 0.201052402319457
 -0.434393002 7.29227361065481 0.0207303175057208 0.133994682494279 0.8557
 0.8784]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"113.jpg,213.jpg"
"[0.322207268662003 0.121300295745693 0.424000240318969 0.201052402319457
 -0.434393002 7.29227361065481 0.0207303175057208 0.133994682494279 0.8557
 0.8784]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"113.jpg,127.jpg"
"[0.341599792170442 0.201454754312957 0.394698528023108 0.2679943928359
 -0.781030698 6.98357491315918 0.0253816633057897 0.0669172950275437
 0.8099 0.93]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"114.jpg,116.jpg"
"[0.341599792170442 0.201454754312957 0.394698528023108 0.2679943928359
 -0.781030698 6.98357491315918 0.0253816633057897 0.0669172950275437
 0.8099 0.93]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"114.jpg,16.jpg"
"[0.341599792170442 0.201454754312957 0.394698528023108 0.2679943928359
 -0.781030698 6.98357491315918 0.0253816633057897 0.0669172950275437
 0.8099 0.93]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"114.jpg,213.jpg"
"[0.341599792170442 0.201454754312957 0.394698528023108 0.2679943928359
 -0.781030698 6.98357491315918 0.0253816633057897 0.0669172950275437
 0.8099 0.93]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"114.jpg,127.jpg"
"[0.264188869527232 0.204394312738964 0.339739659197013 0.285736591521699
 -0.646520215 6.6583203121043 0.0197187272940944 0.0663531477059056 0.617
 0.9705]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"115.jpg,116.jpg"
"[0.264188869527232 0.204394312738964 0.339739659197013 0.285736591521699
 -0.646520215 6.6583203121043 0.0197187272940944 0.0663531477059056 0.617
 0.9705]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"115.jpg,16.jpg"
"[0.264188869527232 0.204394312738964 0.339739659197013 0.285736591521699
 -0.646520215 6.6583203121043 0.0197187272940944 0.0663531477059056 0.617
 0.9705]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"115.jpg,213.jpg"
"[0.264188869527232 0.204394312738964 0.339739659197013 0.285736591521699
 -0.646520215 6.6583203121043 0.0197187272940944 0.0663531477059056 0.617
 0.9705]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"115.jpg,127.jpg"
"[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"116.jpg,116.jpg"
"[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"116.jpg,16.jpg"
"[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"116.jpg,213.jpg"
"[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"116.jpg,127.jpg"
"[0.195426737620199 0.239077731359257 0.527219134731641 0.262605736158271
 -0.680201331 7.00662180649509 0.0188242271049585 0.0831966062283748
 0.8471 0.9396]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"117.jpg,116.jpg"
"[0.195426737620199 0.239077731359257 0.527219134731641 0.262605736158271
 -0.680201331 7.00662180649509 0.0188242271049585 0.0831966062283748
 0.8471 0.9396]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"117.jpg,16.jpg"
"[0.195426737620199 0.239077731359257 0.527219134731641 0.262605736158271
 -0.680201331 7.00662180649509 0.0188242271049585 0.0831966062283748
 0.8471 0.9396]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"117.jpg,213.jpg"
"[0.195426737620199 0.239077731359257 0.527219134731641 0.262605736158271
 -0.680201331 7.00662180649509 0.0188242271049585 0.0831966062283748
 0.8471 0.9396]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"117.jpg,127.jpg"
"[1.30573127846824 0.255748508137008 0.428596378316033 0.226595826559661
 0.264289224 7.16790191776383 0.0195324952817767 0.0884945880515567 0.7612
 0.8976]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"118.jpg,116.jpg"
"[1.30573127846824 0.255748508137008 0.428596378316033 0.226595826559661
 0.264289224 7.16790191776383 0.0195324952817767 0.0884945880515567 0.7612
 0.8976]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"118.jpg,16.jpg"
"[1.30573127846824 0.255748508137008 0.428596378316033 0.226595826559661
 0.264289224 7.16790191776383 0.0195324952817767 0.0884945880515567 0.7612
 0.8976]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"118.jpg,213.jpg"
"[1.30573127846824 0.255748508137008 0.428596378316033 0.226595826559661
 0.264289224 7.16790191776383 0.0195324952817767 0.0884945880515567 0.7612
 0.8976]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"118.jpg,127.jpg"
"[0.309324605327957 0.216456784645045 0.545486733620277 0.191706871541459
 2.092005625 7.01085282028456 0.0166921841657647 0.112757815834235 0.888
 0.9038]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"119.jpg,116.jpg"
"[0.309324605327957 0.216456784645045 0.545486733620277 0.191706871541459
 2.092005625 7.01085282028456 0.0166921841657647 0.112757815834235 0.888
 0.9038]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"119.jpg,16.jpg"
"[0.309324605327957 0.216456784645045 0.545486733620277 0.191706871541459
 2.092005625 7.01085282028456 0.0166921841657647 0.112757815834235 0.888
 0.9038]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"119.jpg,213.jpg"
"[0.309324605327957 0.216456784645045 0.545486733620277 0.191706871541459
 2.092005625 7.01085282028456 0.0166921841657647 0.112757815834235 0.888
 0.9038]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"119.jpg,127.jpg"
"[0.563101620359536 0.10103940830773 0.417993165266107 0.25406270805177
 0.312936708 6.92378188191433 0.0229717708799355 0.0904834374533978 0.7679
 0.9409]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"120.jpg,116.jpg"
"[0.563101620359536 0.10103940830773 0.417993165266107 0.25406270805177
 0.312936708 6.92378188191433 0.0229717708799355 0.0904834374533978 0.7679
 0.9409]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"120.jpg,16.jpg"
"[0.563101620359536 0.10103940830773 0.417993165266107 0.25406270805177
 0.312936708 6.92378188191433 0.0229717708799355 0.0904834374533978 0.7679
 0.9409]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"120.jpg,213.jpg"
"[0.563101620359536 0.10103940830773 0.417993165266107 0.25406270805177
 0.312936708 6.92378188191433 0.0229717708799355 0.0904834374533978 0.7679
 0.9409]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"120.jpg,127.jpg"
"[0.272151548330706 0.176864850013669 0.367116518298715 0.232154997388435
 -0.391337723 7.05451391904446 0.0195130763421216 0.112972340324545 0.801
 0.8501]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"121.jpg,116.jpg"
"[0.272151548330706 0.176864850013669 0.367116518298715 0.232154997388435
 -0.391337723 7.05451391904446 0.0195130763421216 0.112972340324545 0.801
 0.8501]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"121.jpg,16.jpg"
"[0.272151548330706 0.176864850013669 0.367116518298715 0.232154997388435
 -0.391337723 7.05451391904446 0.0195130763421216 0.112972340324545 0.801
 0.8501]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"121.jpg,213.jpg"
"[0.272151548330706 0.176864850013669 0.367116518298715 0.232154997388435
 -0.391337723 7.05451391904446 0.0195130763421216 0.112972340324545 0.801
 0.8501]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"121.jpg,127.jpg"
"[1.08384366731295 0.224733930170583 0.590958558558559 0.270059057012535
 0.202901238 7.23408724896458 0.0303363391487185 0.0523969941846148 0.824
 0.9556]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",1.0,"122.jpg,116.jpg"
"[1.08384366731295 0.224733930170583 0.590958558558559 0.270059057012535
 0.202901238 7.23408724896458 0.0303363391487185 0.0523969941846148 0.824
 0.9556]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"122.jpg,16.jpg"
"[1.08384366731295 0.224733930170583 0.590958558558559 0.270059057012535
 0.202901238 7.23408724896458 0.0303363391487185 0.0523969941846148 0.824
 0.9556]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"122.jpg,213.jpg"
"[1.08384366731295 0.224733930170583 0.590958558558559 0.270059057012535
 0.202901238 7.23408724896458 0.0303363391487185 0.0523969941846148 0.824
 0.9556]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",1.0,"122.jpg,127.jpg"
"[0.435993282624185 0.183566553324603 0.467469253670055 0.139251081658297
 -0.084869718 6.99944713086617 0.0285043099598304 0.0745300650401696
 0.9393 0.9377]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"123.jpg,116.jpg"
"[0.435993282624185 0.183566553324603 0.467469253670055 0.139251081658297
 -0.084869718 6.99944713086617 0.0285043099598304 0.0745300650401696
 0.9393 0.9377]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"123.jpg,16.jpg"
"[0.435993282624185 0.183566553324603 0.467469253670055 0.139251081658297
 -0.084869718 6.99944713086617 0.0285043099598304 0.0745300650401696
 0.9393 0.9377]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"123.jpg,213.jpg"
"[0.435993282624185 0.183566553324603 0.467469253670055 0.139251081658297
 -0.084869718 6.99944713086617 0.0285043099598304 0.0745300650401696
 0.9393 0.9377]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"123.jpg,127.jpg"
"[0.999151093815747 0.184292588054833 0.37742249859944 0.284441656024402
 0.506732175 6.89807837986592 0.021131115365756 0.0664428429675774 0.7435
 0.8332]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"124.jpg,116.jpg"
